Symbol;Name;LastSale;MarketCap;Sector;Industry;Exchange;BookValuePerShare
WSTL;Westell Technologies, Inc.;2.4;143856727.2;Public Utilities;Telecommunications Equipment;NASDAQ;2.35
WTBA;West Bancorporation;14.19;226836004.6;Finance;Major Banks;NASDAQ;7.98
WTFC;Wintrust Financial Corporation;43.72;2034791932;Finance;Major Banks;NASDAQ;39.21
WTSL;The Wet Seal, Inc.;0.8871;74964268.4;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;0.55
WVFC;WVS Financial Corp.;11.4;23460402;Finance;Banks;NASDAQ;15.79
WVVI;Willamette Valley Vineyards, Inc.;5.45;26420286.55;Consumer Non-Durables;Beverages (Production/Distribution);NASDAQ;3.94
WWD;Woodward, Inc.;44.7;2963800869;Energy;Industrial Machinery/Components;NASDAQ;17.04
WWWW;Web.com Group, Inc.;33.79;1749580715;Technology;Computer Software: Prepackaged Software;NASDAQ;3.46
XBKS;Xenith Bankshares, Inc.;6;62499372;Finance;Major Banks;NASDAQ;7.72
XCRA;Xcerra Corporation;9.27;448384087.7;NA;NA;NASDAQ;3.93
XGTI;XG Technology, Inc;1.9;45836456.9;Consumer Durables;Telecommunications Equipment;NASDAQ;0.94
XLNX;Xilinx, Inc.;46.37;12463981536;Technology;Semiconductors;NASDAQ;10.25
XLRN;Acceleron Pharma Inc.;30;943672890;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;5.76
XNCR;Xencor, Inc.;8.65;271276914.5;Health Care;Major Pharmaceuticals;NASDAQ;2.23
XNPT;XenoPort, Inc.;4.01;248193937.5;Health Care;Major Pharmaceuticals;NASDAQ;1.82
XOMA;XOMA Corporation;4.05;432939868.7;Health Care;Major Pharmaceuticals;NASDAQ;0.02
XONE;The ExOne Company;29.56;426929286.2;Capital Goods;Industrial Machinery/Components;NASDAQ;9.85
XOOM;Xoom Corporation;21.57;819373054.3;Finance;Investment Bankers/Brokers/Service;NASDAQ;7.18
XPLR;Xplore Technologies Corp;5.9;49563180.1;Technology;Computer Manufacturing;NASDAQ;1.92
XRAY;DENTSPLY International Inc.;47.35;6713861996;Health Care;Medical/Dental Instruments;NASDAQ;17.79
XTLB;XTL Biopharmaceuticals Ltd.;2.8;32605286;Health Care;Major Pharmaceuticals;NASDAQ;0.56
XWES;World Energy Solutions Inc (DE);4.07;51405117.5;Miscellaneous;Business Services;NASDAQ;2.08
XXIA;Ixia;11.45;869370218.5;Capital Goods;Electrical Products;NASDAQ;6.51
YDKN;Yadkin Financial Corporation;18.8;270356652.4;Finance;Major Banks;NASDAQ;11.28
YHOO;Yahoo! Inc.;34.87;35107399633;Technology;EDP Services;NASDAQ;12.77
YNDX;Yandex N.V.;31.67;7934267460;Technology;Computer Software: Programming, Data Processing;NASDAQ;4.7
YOD;You On Demand Holdings, Inc.;3.27;54128381.94;Consumer Services;Television Services;NASDAQ;1.18
YONG;Yongye International, Inc.;7.07;358344477.1;Basic Industries;Agricultural Chemicals;NASDAQ;12.18
YORW;The York Water Company;20.32;263027363.2;Public Utilities;Water Supply;NASDAQ;8
YY;YY Inc.;63.64;3545579648;Technology;EDP Services;NASDAQ;6.06
Z;Zillow, Inc.;117.98;4698735543;Miscellaneous;Business Services;NASDAQ;14.56
ZAGG;ZAGG Inc;4.58;138605231.6;Consumer Services;Other Specialty Stores;NASDAQ;4.09
ZBRA;Zebra Technologies Corporation;74.78;3775550370;Technology;Industrial Machinery/Components;NASDAQ;19.99
ZEUS;Olympic Steel, Inc.;22.51;247105573.4;Basic Industries;Metal Fabrications;NASDAQ;27.54
ZGNX;Zogenix, Inc.;2.08;290241434.1;Health Care;Major Pharmaceuticals;NASDAQ;0.02
ZHNE;Zhone Technologies, Inc.;3.04;98287297.92;Public Utilities;Telecommunications Equipment;NASDAQ;1.18
ZIGO;Zygo Corporation;19.22;367491820;Capital Goods;Electronic Components;NASDAQ;10.22
ZINC;Horsehead Holding Corp.;16.71;847355845.3;Capital Goods;Metal Fabrications;NASDAQ;8.75
ZION;Zions Bancorporation;28.84;5332378520;Finance;Major Banks;NASDAQ;30.19
ZIOP;ZIOPHARM Oncology Inc;3.52;354555435.5;Health Care;Medical Specialities;NASDAQ;0.42
ZIPR;ZipRealty, Inc.;3.15;68307142.05;Finance;Real Estate;NASDAQ;0.45
ZIXI;Zix Corporation;3.29;194962044.2;Technology;EDP Services;NASDAQ;1.05
ZLCS;Zalicus Inc.;1.05;27414355.5;Health Care;Major Pharmaceuticals;NASDAQ;0.42
ZLTQ;ZELTIQ Aesthetics, Inc.;17.35;648925064.4;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;1.49
ZN;Zion Oil & Gas Inc;1.98;68623948.8;Energy;Oil & Gas Production;NASDAQ;0.33
ZNGA;Zynga Inc.;3.39;2998319909;Technology;EDP Services;NASDAQ;2.25
ZOOM;Zoom Technologies, Inc.;2.87;8634593.03;Public Utilities;Telecommunications Equipment;NASDAQ;4.08
ZU;zulily, inc.;35.26;4377743733;Consumer Services;Catalog/Specialty Distribution;NASDAQ;1.96
ZUMZ;Zumiez Inc.;27.69;804192501.5;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;11.17
A;Agilent Technologies, Inc.;56.89;18968293610;Capital Goods;Electrical Products;NYSE;16.93
AA;Alcoa Inc.;13.83;16212682561;Capital Goods;Metal Fabrications;NYSE;9.67
AAN;"Aaron&#39;s,  Inc.";32.98;2382195760;Technology;Diversified Commercial Services;NYSE;16.33
AAP;Advance Auto Parts Inc;124.47;9080663792;Consumer Services;Other Specialty Stores;NYSE;22.87
AAT;American Assets Trust, Inc.;34.22;1435020422;Consumer Services;Real Estate Investment Trusts;NYSE;16.37
AAV;Advantage Oil & Gas Ltd;6.19;1048358592;Energy;Oil & Gas Production;NYSE;5.45
AB;Allianceberstein Holding L.P.;24.51;2358792939;Finance;Investment Managers;NYSE;15.76
ABB;ABB Ltd;23.48;54019245658;Consumer Durables;Electrical Products;NYSE;8.33
ABBV;AbbVie Inc.;54.15;86102098755;Health Care;Major Pharmaceuticals;NYSE;2.95
ABC;AmerisourceBergen Corporation (Holding Co);73.21;16533739811;Health Care;Other Pharmaceuticals;NYSE;9.43
ABEV;Ambev S.A.;7.09;1.11E+11;Consumer Non-Durables;Beverages (Production/Distribution);NYSE;1.11
ABG;Asbury Automotive Group Inc;64.4;1974379064;Consumer Durables;Automotive Aftermarket;NYSE;16.68
ABM;ABM Industries Incorporated;27.38;1529516564;Finance;Diversified Commercial Services;NYSE;16.63
ABR;Arbor Realty Trust;7.26;363989596.1;Consumer Services;Real Estate Investment Trusts;NYSE;7.55
ABT;Abbott Laboratories;39.8;59777153812;Health Care;Major Pharmaceuticals;NYSE;15.57
ABX;Barrick Gold Corporation;15.9;18518246290;Basic Industries;Precious Metals;NYSE;11.67
ACC;American Campus Communities Inc;39.12;4103989224;Consumer Services;Real Estate Investment Trusts;NYSE;24.87
ACCO;Acco Brands Corporation;5.92;675470306.9;Consumer Durables;Publishing;NYSE;6.22
ACE;Ace Limited;103.54;34965479433;Finance;Property-Casualty Insurers;NYSE;86.9
ACH;Aluminum Corporation of China Limited;8.99;4863405840;Basic Industries;Aluminum;NYSE;12.58
ACI;Arch Coal, Inc.;3.45;732365996.6;Energy;Coal Mining;NYSE;10.02
ACM;Aecom Technology Corporation;32.05;3180971410;Consumer Services;Military/Government/Technical;NYSE;21.83
ACMP;Access Midstream Partmers, L.P.;63.61;12854965128;Public Utilities;Natural Gas Distribution;NYSE;20.75
ACN;Accenture plc.;81.27;65871177147;Miscellaneous;Business Services;NYSE;8.33
ACRE;Ares Commercial Real Estate Corporation;12.49;357084528.7;Consumer Services;Real Estate Investment Trusts;NYSE;14.21
ACT;Actavis, Inc.;213.37;37224247271;Health Care;Major Pharmaceuticals;NYSE;55.19
ACW;Accuride Corporation New;5.34;254731371.4;Capital Goods;Auto Parts:O.E.M.;NYSE;1.23
ADC;Agree Realty Corporation;30.62;458209805.5;Consumer Services;Real Estate Investment Trusts;NYSE;19.62
ADM;Archer-Daniels-Midland Company;44.85;29352838626;Consumer Non-Durables;Packaged Foods;NYSE;30.57
ADS;Alliance Data Systems Corporation;260.83;14139067163;Miscellaneous;Business Services;NYSE;17.39
ADT;ADT Corporation;32.22;5614194489;Consumer Services;Diversified Commercial Services;NYSE;17.63
ADX;Adams Express Company (The);13.56;1261369398;NA;NA;NYSE;15.09
AEC;Associated Estates Realty Corporation;17.41;1002227821;Consumer Services;Real Estate Investment Trusts;NYSE;10.02
AEE;Ameren Corporation;39.04;9472462514;Public Utilities;Power Generation;NYSE;26.85
AEG;Aegon NV;8.73;21725997356;Finance;Life Insurance;NYSE;15.32
AEL;American Equity Investment Life Holding Company;22.74;1690284552;Finance;Life Insurance;NYSE;22.71
AEM;Agnico Eagle Mines Limited;30.43;5308542013;Basic Industries;Precious Metals;NYSE;17.84
AEO;American Eagle Outfitters, Inc.;10.62;2064653635;Consumer Services;Clothing/Shoe/Accessory Stores;NYSE;5.92
AEP;American Electric Power Company, Inc.;53.48;26102679803;Public Utilities;Electric Utilities: Central;NYSE;33.63
AER;Aercap Holdings N.V.;47.17;5367294582;Technology;Diversified Commercial Services;NYSE;21.82
AES;The AES Corporation;14.1;10227214152;Basic Industries;Electric Utilities: Central;NYSE;5.78
AET;Aetna Inc.;77.86;27827164000;Health Care;Medical Specialities;NYSE;40.02
AF;Astoria Financial Corporation;12.85;1277494019;Finance;Savings Institutions;NYSE;14.48
AFG;American Financial Group, Inc.;58.65;5250308411;Finance;Property-Casualty Insurers;NYSE;53.53
AFL;Aflac Incorporated;61.47;27916234077;Finance;Accident &Health Insurance;NYSE;34.53
AG;First Majestic Silver Corp.;8.41;988163427.8;Basic Industries;Precious Metals;NYSE;4.97
AGCO;AGCO Corporation;54.07;5078547838;Capital Goods;Industrial Machinery/Components;NYSE;40.92
AGI;Alamos Gold Inc;8.29;1055793559;Basic Industries;Precious Metals;NYSE;6.27
AGM;Federal Agricultural Mortgage Corporation;31.02;338849823.8;Finance;Finance Companies;NYSE;28.06
AGN;Allergan, Inc.;172.25;51254127623;Health Care;Major Pharmaceuticals;NYSE;22.21
AGO;Assured Guaranty Ltd.;24.31;4366781671;Finance;Property-Casualty Insurers;NYSE;28.75
AGRO;Adecoagro S.A.;9.48;1160181360;Consumer Non-Durables;Farming/Seeds/Milling;NYSE;6.89
AGU;Agrium Inc.;90.07;12943780371;Basic Industries;Agricultural Chemicals;NYSE;45.72
AGX;Argan, Inc.;31.03;444641313;Basic Industries;Engineering & Construction;NYSE;10.94
AHC;A.H. Belo Corporation;11.76;258901398;Consumer Services;Newspapers/Magazines;NYSE;7.42
AHL;Aspen Insurance Holdings Limited;45.33;2965957358;Finance;Property-Casualty Insurers;NYSE;51.77
AHP;Ashford Hospitality Prime, Inc.;16.62;421826120.5;Consumer Services;Real Estate Investment Trusts;NYSE;12.29
AHS;AMN Healthcare Services Inc;11.18;519862531.8;Health Care;Hospital/Nursing Management;NYSE;4.85
AHT;Ashford Hospitality Trust Inc;10.7;955412416;Consumer Services;Real Estate Investment Trusts;NYSE;6.65
AI;Arlington Asset Investment Corp;27.68;544263120.8;Finance;Finance/Investors Services;NYSE;31.62
AIG;American International Group, Inc.;54.26;78495170074;Finance;Property-Casualty Insurers;NYSE;71.78
AIN;Albany International Corporation;36.71;1167378000;Basic Industries;Textiles;NYSE;17.15
AIR;AAR Corp.;24.5;969429475;Capital Goods;Aerospace;NYSE;25.57
AIT;Applied Industrial Technologies, Inc.;47.78;1995849150;Consumer Durables;Industrial Specialties;NYSE;18.68
AIV;Apartment Investment and Management Company;31.46;4596296216;Consumer Services;Real Estate Investment Trusts;NYSE;6.33
AIZ;Assurant, Inc.;68.32;4894618196;Finance;Accident &Health Insurance;NYSE;70.91
AJG;Arthur J. Gallagher & Co.;46.16;7244009739;Finance;Specialty Insurers;NYSE;15.87
AKR;Acadia Realty Trust;27.79;1594497437;Consumer Services;Real Estate Investment Trusts;NYSE;13.04
AL;Air Lease Corporation;41.8;4260119565;Technology;Diversified Commercial Services;NYSE;25.35
ALB;Albemarle Corporation;69.66;5541184391;Basic Industries;Major Chemicals;NYSE;20.17
ALDW;Alon USA Partners, LP;19.24;1202547465;Energy;Integrated oil Companies;NYSE;2.82
ALE;Allete, Inc.;49.32;2089074169;Public Utilities;Power Generation;NYSE;33.88
ALEX;Alexander & Baldwin Holdings, Inc.;37.65;1834595910;Finance;Real Estate;NYSE;24.62
ALG;Alamo Group, Inc.;52.3;634659610.9;Capital Goods;Industrial Machinery/Components;NYSE;29.51
ALJ;Alon USA Energy, Inc.;14.51;1000792557;Energy;Integrated oil Companies;NYSE;9
ALK;Alaska Air Group, Inc.;100.07;6876661796;Transportation;Air Freight/Delivery Services;NYSE;30.46
ALL;Allstate Corporation (The);58.67;25462260536;Finance;Property-Casualty Insurers;NYSE;47.47
ALR;Alere Inc.;35.95;2969217128;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NYSE;17.8
ALSN;Allison Transmission Holdings, Inc.;30.85;5587842916;Capital Goods;Auto Parts:O.E.M.;NYSE;7.7
ALU;Alcatel Lucent;3.91;10981446910;Public Utilities;Telecommunications Equipment;NYSE;1.4
ALV;Autoliv, Inc.;106.63;9991501520;Capital Goods;Auto Parts:O.E.M.;NYSE;42.51
ALX;"Alexander&#39;s, Inc.";368.63;1882297031;Consumer Services;Real Estate Investment Trusts;NYSE;65.43
ALLY;Ally Financial Inc.;23.52;11284132541;Finance;Finance: Consumer Services;NYSE;27.52
AMBR;Amber Road, Inc.;14;352947420;Technology;Computer Software: Prepackaged Software;NYSE;2.66
AMC;AMC Entertainment Holdings, Inc.;22.61;2201992445;Consumer Services;Movies/Entertainment;NYSE;15.54
AMD;Advanced Micro Devices, Inc.;3.97;3025306276;Technology;Semiconductors;NYSE;0.67
AME;AMTEK, Inc.;52.94;12986308632;Consumer Durables;Metal Fabrications;NYSE;13.34
AMG;Affiliated Managers Group, Inc.;190.38;10524403634;Finance;Investment Managers;NYSE;43.96
AMH;American Homes 4 Rent;17.79;3300121390;Consumer Services;Real Estate Investment Trusts;NYSE;15.74
AMID;American Midstream Partners, LP;29.88;332855102.5;Public Utilities;Natural Gas Distribution;NYSE;16.21
AMP;AMERIPRISE FINANCIAL SERVICES, INC.;113.94;21634870686;Finance;Investment Managers;NYSE;43.79
AMRC;Ameresco, Inc.;6.43;295893277.3;Basic Industries;Engineering & Construction;NYSE;5.83
AMRE;AmREIT, Inc.;17.58;345878360.5;Consumer Services;Real Estate Investment Trusts;NYSE;11.43
AMT;American Tower Corporation (REIT);88.39;34979963749;Consumer Services;Real Estate Investment Trusts;NYSE;9.28
AMTD;TD Ameritrade Holding Corporation;30.44;16789786782;Finance;Investment Bankers/Brokers/Service;NYSE;8.47
AMTG;Apollo Residential Mortgage, Inc.;16.7;535256760.1;Consumer Services;Real Estate Investment Trusts;NYSE;24.02
AMX;America Movil, S.A.B. de C.V.;19.53;68818837500;Public Utilities;Telecommunications Equipment;NYSE;4.52
AN;AutoNation, Inc.;57.44;6858023871;Consumer Durables;Automotive Aftermarket;NYSE;17.33
ANF;Abercrombie & Fitch Company;38.56;2806208280;Consumer Services;Clothing/Shoe/Accessory Stores;NYSE;20.84
ANFI;Amira Nature Foods Ltd;13.16;377362960.5;Consumer Non-Durables;Packaged Foods;NYSE;3.81
ANH;Anworth Mortgage Asset  Corporation;5.34;683169493.1;Consumer Services;Real Estate Investment Trusts;NYSE;6.12
ANN;ANN INC.;38;1773881800;Consumer Services;Clothing/Shoe/Accessory Stores;NYSE;10.62
ANR;Alpha Natural Resources, inc.;3.24;717166739.2;Energy;Coal Mining;NYSE;18.3
ANW;Aegean Marine Petroleum Network Inc.;10.2;482174604;Energy;Oil Refining/Marketing;NYSE;11.61
AOI;Alliance One International, Inc.;2.47;217733476.4;Consumer Services;Farming/Seeds/Milling;NYSE;3.13
AOL;AOL Inc.;36.28;2900155647;Technology;EDP Services;NYSE;28.63
AON;Aon plc;89.91;26674500958;Finance;Specialty Insurers;NYSE;26.8
AOS;Smith (A.O.) Corporation;49.78;7132275795;Consumer Durables;Consumer Electronics/Appliances;NYSE;14.83
AP;Ampco-Pittsburgh Corporation;21.39;222414931.2;Capital Goods;Fluid Controls;NYSE;22.63
APA;Apache Corporation;92.64;35731749738;Energy;Oil & Gas Production;NYSE;84.81
APAM;Artisan Partners Asset Management Inc.;57.09;4057432429;Finance;Investment Managers;NYSE;1.45
APC;Anadarko Petroleum Corporation;102.51;51773096201;Energy;Oil & Gas Production;NYSE;37.88
APD;Air Products and Chemicals, Inc.;121.83;25861523556;Basic Industries;Major Chemicals;NYSE;34.72
APH;Amphenol Corporation;96.83;15215693455;Capital Goods;Electrical Products;NYSE;18.32
APL;Atlas Pipeline Partners, L.P.;32.71;2637791021;Public Utilities;Natural Gas Distribution;NYSE;20.32
APO;Apollo Global Management, LLC;24.97;9440089582;Finance;Investment Managers;NYSE;16.88
APU;AmeriGas Partners, L.P.;47.78;4437175513;Consumer Services;Other Specialty Stores;NYSE;16.92
AR;Antero Resources Corporation;61.81;16197289423;Energy;Oil & Gas Production;NYSE;13.48
ARC;ARC Document Solutions, Inc.;6.16;287576230.5;Consumer Services;Professional Services;NYSE;2.03
ARCX;Arc Logistic Partners LP;23.24;300935480.4;Energy;Oil Refining/Marketing;NYSE;17.49
ARE;Alexandria Real Estate Equities, Inc.;76.89;5509111755;Consumer Services;Real Estate Investment Trusts;NYSE;49.72
ARES;Ares Management L.P.;18.84;1515524831;Finance;Investment Managers;NYSE;2.04
ARG;Airgas, Inc.;107.48;7985157598;Capital Goods;Industrial Machinery/Components;NYSE;24.88
ARI;Apollo Commercial Real Estate Finance;16.73;771883302.8;Consumer Services;Real Estate Investment Trusts;NYSE;18.53
ARL;American Realty Investors, Inc.;6.4;73762489.6;Finance;Real Estate;NYSE;7.77
ARMK;Aramark;26.84;6204913634;Consumer Services;Restaurants;NYSE;7.35
ARO;Aeropostale Inc;3.59;282312810.9;Consumer Services;Clothing/Shoe/Accessory Stores;NYSE;2.63
ARP;Atlas Resource Partners, L.P.;19.63;1291462274;Energy;Oil & Gas Production;NYSE;13.86
ARPI;American Residential Properties, Inc.;18.18;584870634.4;Consumer Services;Real Estate Investment Trusts;NYSE;18.33
ARR;ARMOUR Residential REIT, Inc.;4.35;1553429835;Consumer Services;Real Estate Investment Trusts;NYSE;5.23
ARSD;Arabian American Development Company;10.3;248896410;Energy;Integrated oil Companies;NYSE;4.45
ARW;Arrow Electronics, Inc.;57.89;5767904305;Consumer Non-Durables;Electronic Components;NYSE;42.38
ARX;Aeroflex Holding Corp.;10.5;894756408;Technology;Semiconductors;NYSE;3.01
ASA;ASA Gold and Precious Metals Limited;12.97;250190067.9;NA;NA;NYSE;15.12
ASC;Ardmore Shipping Corporation;13.86;361746000;Transportation;Marine Transportation;NYSE;16.77
ASGN;On Assignment, Inc.;35.89;1949803316;Technology;Professional Services;NYSE;12.16
ASH;Ashland Inc.;104.01;8105661972;Consumer Durables;Specialty Chemicals;NYSE;58.64
ASR;Grupo Aeroportuario del Sureste, S.A. de C.V.;129.19;3875700000;Transportation;Aerospace;NYSE;4.39
ASX;Advanced Semiconductor Engineering, Inc.;6.5;9893160297;Technology;Semiconductors;NYSE;2.81
AT;Atlantic Power Corporation;3.31;399347541.2;Energy;Electric Utilities: Central;NYSE;4.65
ATE;Advantest Corporation (Kabushiki Kaisha Advantest) ADS;11.47;1998055717;Technology;Semiconductors;NYSE;6.56
ATEN;A10 Networks, Inc.;11.14;669006940.6;Technology;Computer Communications Equipment;NYSE;1.84
ATHL;ATHLON ENERGY INC.;42.86;4162792287;Energy;Oil & Gas Production;NYSE;7.91
ATHM;Autohome Inc.;33.01;3470553752;Technology;EDP Services;NYSE;3.59
ATI;Allegheny Technologies Incorporated;40.69;4417843752;Basic Industries;Steel/Iron Ore;NYSE;26.4
ATK;Alliant Techsystems Inc.;129.62;4129389500;Capital Goods;Military/Government/Technical;NYSE;60.03
ATLS;Atlas Energy, L.P.;41.2;2137385054;Public Utilities;Natural Gas Distribution;NYSE;6.69
ATO;Atmos Energy Corporation;50.57;5066425995;Public Utilities;Oil/Gas Transmission;NYSE;31.19
ATR;AptarGroup, Inc.;66.5;4352668257;Consumer Non-Durables;Plastic Products;NYSE;23.18
ATU;Actuant Corporation;35.54;2523918911;Technology;Industrial Machinery/Components;NYSE;15.47
ATV;Acorn International, Inc.;1.62;44684886.06;Consumer Services;Other Specialty Stores;NYSE;1.53
ATW;Atwood Oceanics, Inc.;49.38;3174442680;Energy;Oil & Gas Production;NYSE;36.93
AU;AngloGold Ashanti Limited;15.75;6344443366;Basic Industries;Precious Metals;NYSE;7.87
AUO;AU Optronics Corp;3.82;3676461632;Technology;Semiconductors;NYSE;5.7
AUQ;AuRico Gold Inc.;3.4;843602971.4;Basic Industries;Precious Metals;NYSE;7.13
AUY;Yamana Gold Inc.;7.47;5627250807;Basic Industries;Precious Metals;NYSE;9.44
AV;Aviva plc;17.8;26227762636;Finance;Life Insurance;NYSE;10.64
AVA;Avista Corporation;31.32;1884494521;Public Utilities;Power Generation;NYSE;22.12
AVB;AvalonBay Communities, Inc.;141.85;18385058495;Consumer Services;Real Estate Investment Trusts;NYSE;66.4
AVD;American Vanguard Corporation;13.97;401633616.3;Basic Industries;Agricultural Chemicals;NYSE;9.03
AVG;AVG Technologies N.V.;19.19;1011411944;Technology;Computer Software: Prepackaged Software;NYSE;0.41
AVIV;Aviv REIT, Inc.;27.89;1315357439;Consumer Services;Real Estate Investment Trusts;NYSE;11.46
AVP;Avon Products, Inc.;14.46;6282097793;Consumer Non-Durables;Package Goods/Cosmetics;NYSE;2.11
AVT;Avnet, Inc.;43.64;6039760159;Consumer Non-Durables;Electronic Components;NYSE;34.23
AVX;AVX Corporation;13.29;2235762147;Capital Goods;Electrical Products;NYSE;12.17
AVY;Avery Dennison Corporation;49.94;4754530908;Consumer Durables;Containers/Packaging;NYSE;15.62
AWH;Allied World Assurance Company Holdings, AG;37.31;3677060448;Finance;Property-Casualty Insurers;NYSE;36.63
AWI;Armstrong World Industries Inc;53.8;2948673682;Consumer Non-Durables;Plastic Products;NYSE;12.96
AWK;American Water Works;48.22;8632282148;Public Utilities;Water Supply;NYSE;26.86
AWR;American States Water Company;29.9;1159480379;Public Utilities;Water Supply;NYSE;12.79
AXE;Anixter International Inc.;101.91;3329176721;Consumer Non-Durables;Telecommunications Equipment;NYSE;32.53
AXL;American Axle & Manufacturing Holdings, Inc.;18.54;1403091460;Capital Goods;Auto Parts:O.E.M.;NYSE;1.1
AXLL;Axiall Corporation;46.79;3271749996;Basic Industries;Major Chemicals;NYSE;36.82
